Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
1436,2,,2014-01-10 17:48:42.793,1,,974,,,2014-01-10 17:48:42.793,0,,1301,
1437,2,,2014-01-11 04:39:39.180,4,,1766,,,2014-01-11 04:39:39.180,0,,1412,
1439,2,,2014-01-11 09:04:25.120,4,,505,9517,2015-12-10 13:01:15.653,2015-12-10 13:01:15.653,1,,1438,
1441,2,,2014-01-13 16:08:00.090,11,,1775,,,2014-01-13 16:08:00.090,4,,1208,
1442,2,,2014-01-13 17:36:23.980,4,,1777,,,2014-01-13 17:36:23.980,1,,1432,
1444,2,,2014-01-14 10:45:26.120,5,,505,,,2014-01-14 10:45:26.120,0,,1440,
1445,2,,2014-01-15 23:34:29.317,4,,329,,,2014-01-15 23:34:29.317,0,,266,
1447,2,,2014-01-16 07:56:00.567,4,,505,,,2014-01-16 07:56:00.567,0,,1446,
1449,2,,2014-01-16 17:56:19.027,2,,263,263,2014-01-16 21:50:14.397,2014-01-16 21:50:14.397,0,,1448,
1450,2,,2014-01-17 03:11:02.570,2,,1142,,,2014-01-17 03:11:02.570,0,,1448,
1452,2,,2014-01-17 15:12:48.037,1,,509,,,2014-01-17 15:12:48.037,0,,1448,
1454,2,,2014-01-19 07:43:34.257,14,,958,958,2015-12-06 15:32:55.140,2015-12-06 15:32:55.140,5,,1453,
1456,2,,2014-01-20 10:58:46.600,2,,1512,,,2014-01-20 10:58:46.600,1,,1451,
1458,2,,2014-01-20 14:28:41.773,4,,509,,,2014-01-20 14:28:41.773,0,,1457,
1459,2,,2014-01-20 14:43:24.727,2,,505,,,2014-01-20 14:43:24.727,0,,1457,
1460,2,,2014-01-21 03:39:31.710,1,,1652,,,2014-01-21 03:39:31.710,0,,589,
1461,2,,2014-01-22 20:10:30.693,2,,329,,,2014-01-22 20:10:30.693,0,,78,
1462,2,,2014-01-22 23:37:48.740,5,,1667,18,2014-09-04 21:01:39.290,2014-09-04 21:01:39.290,0,,1453,
1463,2,,2014-01-22 23:40:40.333,1,,1667,,,2014-01-22 23:40:40.333,1,,1455,
1465,2,,2014-01-23 13:03:04.443,0,,1511,,,2014-01-23 13:03:04.443,2,,1464,
1466,2,,2014-01-23 14:47:34.113,1,,1834,,,2014-01-23 14:47:34.113,0,,453,
1467,2,,2014-01-23 21:19:00.667,2,,1667,1667,2014-01-23 21:24:31.847,2014-01-23 21:24:31.847,0,,1464,
1468,2,,2014-01-24 18:05:43.690,1,,1667,,,2014-01-24 18:05:43.690,1,,133,
1469,2,,2014-01-24 18:42:52.703,6,,1667,1667,2014-01-24 18:56:34.617,2014-01-24 18:56:34.617,0,,381,
1470,2,,2014-01-24 21:35:46.680,-3,,1844,,,2014-01-24 21:35:46.680,3,,269,
1471,2,,2014-01-24 22:47:13.233,2,,1136,1136,2015-07-20 23:04:20.290,2015-07-20 23:04:20.290,4,,433,
1474,2,,2014-01-26 02:07:08.320,3,,592,,,2014-01-26 02:07:08.320,2,,1473,
1478,2,,2014-01-28 23:22:19.090,8,,1868,,,2014-01-28 23:22:19.090,1,,562,
1480,2,,2014-01-29 19:31:28.920,5,,505,505,2014-02-07 09:23:48.447,2014-02-07 09:23:48.447,1,,1479,
1483,2,,2014-01-30 12:55:04.053,6,,505,,,2014-01-30 12:55:04.053,2,,1482,
1485,2,,2014-02-01 17:08:33.763,3,,1652,,,2014-02-01 17:08:33.763,0,,477,
1486,2,,2014-02-03 15:08:44.937,7,,1512,90,2015-03-28 21:43:12.560,2015-03-28 21:43:12.560,0,,477,
1490,2,,2014-02-05 09:45:54.013,3,,505,,,2014-02-05 09:45:54.013,3,,1489,
1491,2,,2014-02-06 01:31:44.490,6,,958,958,2014-02-07 18:48:17.720,2014-02-07 18:48:17.720,0,,1489,
1510,2,,2014-02-07 00:26:30.557,1,,90,,,2014-02-07 00:26:30.557,0,,691,
1512,2,,2014-02-08 08:29:51.677,3,,505,,,2014-02-08 08:29:51.677,0,,1511,
1513,2,,2014-02-08 11:31:28.580,7,,1930,,,2014-02-08 11:31:28.580,0,,1482,
1514,2,,2014-02-08 15:43:28.203,1,,1930,,,2014-02-08 15:43:28.203,2,,365,
1515,2,,2014-02-08 15:57:26.473,2,,1930,,,2014-02-08 15:57:26.473,2,,297,
1519,2,,2014-02-09 13:28:17.493,6,,505,,,2014-02-09 13:28:17.493,2,,1518,
1520,2,,2014-02-09 15:05:16.893,2,,1931,,,2014-02-09 15:05:16.893,0,,1511,
1521,2,,2014-02-09 15:09:51.673,1,,1931,,,2014-02-09 15:09:51.673,0,,1511,
1522,2,,2014-02-09 16:58:54.187,4,,44,,,2014-02-09 16:58:54.187,5,,1517,
1523,2,,2014-02-09 17:28:40.393,3,,1931,,,2014-02-09 17:28:40.393,2,,1488,
1524,2,,2014-02-10 11:09:58.357,8,,1941,,,2014-02-10 11:09:58.357,2,,1517,
1526,2,,2014-02-10 16:29:34.060,5,,90,90,2017-03-07 22:29:00.380,2017-03-07 22:29:00.380,0,,477,
1529,2,,2014-02-10 20:45:39.957,1,,1142,1142,2014-02-10 20:52:37.660,2014-02-10 20:52:37.660,1,,1528,
1530,2,,2014-02-10 21:52:51.663,9,,1950,-1,2015-09-03 03:44:05.600,2015-09-03 03:44:05.600,0,,1517,
1531,2,,2014-02-11 02:51:47.253,4,,1954,,,2014-02-11 02:51:47.253,0,,1509,
1532,2,,2014-02-11 09:26:48.927,5,,1142,,,2014-02-11 09:26:48.927,1,,1527,
1534,2,,2014-02-11 22:16:53.190,13,,1960,,,2014-02-11 22:16:53.190,3,,1517,
1535,2,,2014-02-12 18:00:03.153,3,,169,-1,2017-04-13 12:57:29.950,2014-02-13 08:47:30.180,0,,1533,
1536,2,,2014-02-13 01:42:59.563,0,,1667,,,2014-02-13 01:42:59.563,0,,1528,
1538,2,,2014-02-13 09:57:16.700,2,,1970,1511,2014-03-07 09:15:50.870,2014-03-07 09:15:50.870,0,,107,
1539,2,,2014-02-13 17:39:28.873,5,,1973,,,2014-02-13 17:39:28.873,1,,1517,
1540,2,,2014-02-13 18:18:36.507,10,,13,,,2014-02-13 18:18:36.507,0,,1517,
1541,2,,2014-02-13 18:52:00.983,3,,1667,,,2014-02-13 18:52:00.983,4,,1537,
1543,2,,2014-02-14 00:54:00.607,3,,1629,,,2014-02-14 00:54:00.607,2,,1525,
1544,2,,2014-02-14 18:40:19.483,4,,1981,,,2014-02-14 18:40:19.483,0,,1438,
1547,2,,2014-02-17 12:15:29.747,13,,1512,5642,2015-02-12 19:08:52.130,2015-02-12 19:08:52.130,4,,1546,
1548,2,,2014-02-17 14:52:49.190,13,,1511,1511,2016-10-28 18:55:17.103,2016-10-28 18:55:17.103,0,,1545,
1549,2,,2014-02-17 17:28:52.790,1,,263,,,2014-02-17 17:28:52.790,0,,1542,
1554,2,,2014-02-18 23:56:11.570,52,,2000,2000,2017-05-01 01:17:34.050,2017-05-01 01:17:34.050,2,,562,
1556,2,,2014-02-19 06:57:41.407,4,,90,90,2014-02-24 13:31:07.967,2014-02-24 13:31:07.967,4,,1552,
1557,2,,2014-02-19 07:01:08.363,1,,90,,,2014-02-19 07:01:08.363,0,,1546,
1558,2,,2014-02-19 08:39:25.463,6,,90,90,2014-11-27 07:53:43.400,2014-11-27 07:53:43.400,0,,1545,
1559,2,,2014-02-19 08:56:15.493,2,,1511,,,2014-02-19 08:56:15.493,0,,1555,
1561,2,,2014-02-19 17:11:13.807,2,,1667,,,2014-02-19 17:11:13.807,1,,1560,
1562,2,,2014-02-19 17:18:42.127,8,,1667,,,2014-02-19 17:18:42.127,1,,1553,
1563,2,,2014-02-19 19:00:01.003,4,,2010,,,2014-02-19 19:00:01.003,0,,921,
1564,2,,2014-02-19 19:49:15.203,2,,263,,,2014-02-19 19:49:15.203,0,,1555,
1565,2,,2014-02-19 19:59:20.797,3,,263,,,2014-02-19 19:59:20.797,3,,1552,
1567,2,,2014-02-20 08:45:21.733,3,,2012,,,2014-02-20 08:45:21.733,1,,1555,
1568,2,,2014-02-20 09:08:08.173,1,,2012,2012,2014-02-20 18:49:29.453,2014-02-20 18:49:29.453,0,,912,
1570,2,,2014-02-20 17:55:46.493,6,,1667,1667,2014-10-06 23:49:21.367,2014-10-06 23:49:21.367,0,,1566,
1571,2,,2014-02-21 01:25:23.993,2,,1667,,,2014-02-21 01:25:23.993,0,,41,
1573,2,,2014-02-21 08:54:03.090,1,,1511,,,2014-02-21 08:54:03.090,0,,1572,
1574,2,,2014-02-21 13:11:30.507,3,,1511,1511,2014-02-21 14:59:24.293,2014-02-21 14:59:24.293,0,,1537,
1578,2,,2014-02-22 03:19:23.143,4,,1511,,,2014-02-22 03:19:23.143,0,,1577,
1579,2,,2014-02-22 04:05:47.930,2,,1511,,,2014-02-22 04:05:47.930,0,,302,
1580,2,,2014-02-22 04:29:37.170,2,,1511,,,2014-02-22 04:29:37.170,0,,943,
1581,2,,2014-02-22 05:24:43.737,2,,1511,-1,2017-05-23 12:37:19.983,2014-02-22 05:24:43.737,0,,1575,
1583,2,,2014-02-22 06:29:15.030,5,,2000,-1,2017-04-13 12:57:29.653,2015-03-16 05:04:32.910,2,,1575,
1584,2,,2014-02-22 14:16:29.027,5,,2029,,,2014-02-22 14:16:29.027,1,,1582,
1586,2,,2014-02-22 14:45:10.047,3,,2030,,,2014-02-22 14:45:10.047,0,,1577,
1587,2,,2014-02-22 16:07:27.377,4,,2031,,,2014-02-22 16:07:27.377,0,,1576,
1588,2,,2014-02-22 16:29:04.507,4,,2031,,,2014-02-22 16:29:04.507,0,,1429,
1589,2,,2014-02-22 19:02:20.437,15,,244,-1,2017-04-13 12:57:29.950,2014-02-22 19:02:20.437,4,,1582,
1590,2,,2014-02-22 19:40:22.833,6,,1667,,,2014-02-22 19:40:22.833,2,,1582,
1591,2,,2014-02-22 20:03:12.060,7,,2033,,,2014-02-22 20:03:12.060,1,,1582,
1592,2,,2014-02-22 20:34:39.277,6,,90,90,2014-03-04 01:29:37.563,2014-03-04 01:29:37.563,5,,1576,
1593,2,,2014-02-22 20:50:45.420,2,,2030,2030,2014-02-23 06:31:53.307,2014-02-23 06:31:53.307,2,,1415,
1595,2,,2014-02-23 04:54:24.733,3,,2035,,,2014-02-23 04:54:24.733,0,,1582,
1598,2,,2014-02-23 11:18:30.540,5,,1834,90,2016-11-19 23:31:37.860,2016-11-19 23:31:37.860,0,,1594,
1599,2,,2014-02-23 18:18:01.600,2,,2031,,,2014-02-23 18:18:01.600,0,,1373,
1600,2,,2014-02-23 18:25:22.580,4,,2031,,,2014-02-23 18:25:22.580,0,,1518,
1601,2,,2014-02-23 19:12:40.650,4,,2040,,,2014-02-23 19:12:40.650,1,,1594,
1603,2,,2014-02-23 20:09:00.117,1,,2014,2014,2014-02-23 20:26:41.777,2014-02-23 20:26:41.777,0,,1569,
1604,2,,2014-02-23 22:07:36.283,1,,1667,,,2014-02-23 22:07:36.283,0,,875,
1607,2,,2014-02-24 12:38:50.723,6,,1934,,,2014-02-24 12:38:50.723,3,,1518,
1610,2,,2014-02-24 18:41:11.540,4,,2075,2075,2015-05-20 19:17:11.240,2015-05-20 19:17:11.240,0,,1609,user1702
1614,2,,2014-02-25 07:47:14.750,2,,1511,1511,2016-11-24 12:15:57.573,2016-11-24 12:15:57.573,0,,1390,
1615,2,,2014-02-25 09:25:09.390,9,,505,,,2014-02-25 09:25:09.390,1,,1613,
1618,2,,2014-02-25 11:20:24.970,3,,1511,1511,2014-02-25 11:25:53.387,2014-02-25 11:25:53.387,3,,1612,
1619,2,,2014-02-25 13:49:48.513,5,,1511,1511,2014-02-25 13:57:04.110,2014-02-25 13:57:04.110,1,,1585,
1620,2,,2014-02-25 15:16:40.463,2,,1511,,,2014-02-25 15:16:40.463,0,,875,
1621,2,,2014-02-25 18:53:19.450,3,,1954,,,2014-02-25 18:53:19.450,0,,1550,
1622,2,,2014-02-25 19:02:35.297,1,,1954,,,2014-02-25 19:02:35.297,2,,1492,
1623,2,,2014-02-25 21:50:30.710,3,,233,,,2014-02-25 21:50:30.710,0,,266,
1624,2,,2014-02-26 07:27:52.510,3,,90,,,2014-02-26 07:27:52.510,0,,1602,
1625,2,,2014-02-26 07:44:12.663,2,,90,,,2014-02-26 07:44:12.663,0,,302,
1626,2,,2014-02-26 08:57:51.830,3,,2037,,,2014-02-26 08:57:51.830,0,,302,
1627,2,,2014-02-26 09:32:50.210,1,,1511,,,2014-02-26 09:32:50.210,2,,956,
1628,2,,2014-02-26 14:10:36.700,2,,794,,,2014-02-26 14:10:36.700,2,,1602,
1629,2,,2014-02-26 14:18:02.197,2,,794,,,2014-02-26 14:18:02.197,0,,1353,
1630,2,,2014-02-26 14:21:21.823,3,,1354,,,2014-02-26 14:21:21.823,1,,1602,
1631,2,,2014-02-26 20:16:46.930,3,,688,,,2014-02-26 20:16:46.930,0,,1511,
1632,2,,2014-02-27 01:03:56.243,2,,1954,,,2014-02-27 01:03:56.243,1,,1609,
1633,2,,2014-02-27 16:52:07.733,4,,1896,1512,2014-02-28 18:10:16.143,2014-02-28 18:10:16.143,1,,1609,
1634,2,,2014-02-27 19:32:35.247,0,,1667,-1,2017-05-23 12:37:19.983,2014-02-27 19:32:35.247,0,,1612,
1635,2,,2014-02-27 22:13:25.483,2,,263,,,2014-02-27 22:13:25.483,0,,1576,
1636,2,,2014-02-28 03:25:57.143,3,,263,,,2014-02-28 03:25:57.143,2,,1609,
1637,2,,2014-02-28 05:29:15.837,1,,263,-1,2017-04-13 12:57:29.950,2014-02-28 05:29:15.837,0,,1511,
1638,2,,2014-02-28 14:51:00.547,1,,389,,,2014-02-28 14:51:00.547,0,,41,
1641,2,,2014-03-01 10:42:30.090,2,,2069,,,2014-03-01 10:42:30.090,0,,1602,
1642,2,,2014-03-01 15:31:29.563,2,,1511,-1,2017-05-23 12:37:19.983,2014-03-01 15:31:29.563,0,,1639,
1644,2,,2014-03-01 17:17:42.103,2,,2031,,,2014-03-01 17:17:42.103,0,,980,
1646,2,,2014-03-01 23:39:06.340,4,,2069,1652,2014-03-04 18:28:35.053,2014-03-04 18:28:35.053,0,,1643,
1648,2,,2014-03-02 17:53:46.723,7,,2085,,,2014-03-02 17:53:46.723,2,,1550,
1649,2,,2014-03-02 17:56:30.007,2,,2085,,,2014-03-02 17:56:30.007,0,,1489,
1650,2,,2014-03-02 18:01:26.190,5,,2085,,,2014-03-02 18:01:26.190,0,,1408,
1651,2,,2014-03-02 21:34:18.310,2,,1970,2075,2014-03-02 21:56:26.990,2014-03-02 21:56:26.990,1,,1602,
1652,2,,2014-03-02 21:34:59.080,3,,2075,,,2014-03-02 21:34:59.080,0,,1550,
1653,2,,2014-03-03 08:17:28.623,10,,1511,1511,2016-03-18 18:34:00.247,2016-03-18 18:34:00.247,0,,1645,
1654,2,,2014-03-03 09:07:40.620,3,,2085,,,2014-03-03 09:07:40.620,0,,40,
1657,2,,2014-03-04 09:18:35.113,2,,1511,1652,2014-03-07 20:24:16.717,2014-03-07 20:24:16.717,1,,1643,
1659,2,,2014-03-04 16:27:07.683,2,,1652,1652,2014-03-05 04:30:47.200,2014-03-05 04:30:47.200,0,,302,
1662,2,,2014-03-05 08:16:31.670,1,,1970,,,2014-03-05 08:16:31.670,3,,1661,
1663,2,,2014-03-05 08:19:47.383,3,,505,,,2014-03-05 08:19:47.383,2,,1660,
1665,2,,2014-03-05 11:56:54.653,9,,2085,,,2014-03-05 11:56:54.653,0,,1664,
1666,2,,2014-03-05 12:00:42.817,1,,2085,,,2014-03-05 12:00:42.817,0,,145,
1667,2,,2014-03-05 12:02:07.037,6,,1512,,,2014-03-05 12:02:07.037,0,,1664,
1668,2,,2014-03-05 12:07:26.760,3,,1512,,,2014-03-05 12:07:26.760,0,,1472,
1669,2,,2014-03-05 13:32:41.173,1,,1511,-1,2017-05-23 12:37:19.983,2014-04-14 12:04:50.580,0,,1208,
1672,2,,2014-03-05 15:35:57.123,2,,1511,,,2014-03-05 15:35:57.123,0,,1671,
1673,2,,2014-03-05 23:29:18.270,4,,930,,,2014-03-05 23:29:18.270,2,,1660,
1674,2,,2014-03-06 02:48:03.690,4,,1667,1667,2014-06-26 22:50:47.363,2014-06-26 22:50:47.363,2,,266,
1676,2,,2014-03-06 09:48:30.690,5,,1511,-1,2017-05-23 12:37:19.983,2014-03-06 12:41:37.220,1,,103,
1679,2,,2014-03-06 13:08:02.417,17,,1511,-1,2017-05-23 12:37:19.983,2016-03-24 17:19:04.663,0,,1677,
1680,2,,2014-03-06 20:28:50.203,1,,2075,2075,2015-05-20 19:22:48.847,2015-05-20 19:22:48.847,1,,1172,
1681,2,,2014-03-07 11:57:22.687,1,,1512,,,2014-03-07 11:57:22.687,2,,1172,
1682,2,,2014-03-07 19:31:59.597,4,,2149,,,2014-03-07 19:31:59.597,0,,1664,
1685,2,,2014-03-07 20:02:11.393,4,,505,,,2014-03-07 20:02:11.393,0,,1684,
1686,2,,2014-03-07 20:31:37.633,2,,1652,,,2014-03-07 20:31:37.633,0,,1643,
1687,2,,2014-03-07 20:39:32.247,4,,117,1511,2014-03-08 01:33:31.150,2014-03-08 01:33:31.150,0,,1684,
1689,2,,2014-03-07 21:12:23.743,4,,2199,,,2014-03-07 21:12:23.743,0,,1684,
1691,2,,2014-03-07 21:56:30.590,-1,,2220,18,2014-04-04 19:38:26.347,2014-04-04 19:38:26.347,2,,1690,
1694,2,,2014-03-07 22:21:34.430,3,,505,,,2014-03-07 22:21:34.430,1,,1692,
1698,2,,2014-03-07 22:45:10.927,2,,1667,,,2014-03-07 22:45:10.927,0,,1690,
1699,2,,2014-03-07 22:54:11.530,3,,1667,,,2014-03-07 22:54:11.530,2,,1695,
1702,2,,2014-03-07 23:16:14.610,4,,2243,2243,2014-03-07 23:23:02.100,2014-03-07 23:23:02.100,1,,1690,
1703,2,,2014-03-07 23:34:49.277,7,,133,,,2014-03-07 23:34:49.277,1,,1701,
1705,2,,2014-03-07 23:45:55.943,3,,930,,,2014-03-07 23:45:55.943,0,,1696,
1707,2,,2014-03-07 23:57:44.473,9,,930,,,2014-03-07 23:57:44.473,3,,1695,
1708,2,,2014-03-08 03:41:57.730,3,,2287,,,2014-03-08 03:41:57.730,0,,1688,
1709,2,,2014-03-08 03:47:56.953,4,,2287,,,2014-03-08 03:47:56.953,0,,1677,
1710,2,,2014-03-08 04:09:36.223,3,,2188,1511,2014-03-08 17:03:30.480,2014-03-08 17:03:30.480,0,,266,
1711,2,,2014-03-08 04:23:39.800,3,,1667,,,2014-03-08 04:23:39.800,0,,1696,
1712,2,,2014-03-08 04:49:05.883,1,,244,,,2014-03-08 04:49:05.883,0,,1683,
1713,2,,2014-03-08 06:51:41.470,3,,2312,930,2014-03-10 03:03:48.637,2014-03-10 03:03:48.637,0,,1555,
1714,2,,2014-03-08 06:56:37.427,6,,2314,33,2014-03-10 12:48:29.917,2014-03-10 12:48:29.917,1,,1701,
1717,2,,2014-03-08 14:26:29.333,4,,1512,,,2014-03-08 14:26:29.333,1,,1716,
1718,2,,2014-03-08 14:34:37.850,3,,1512,,,2014-03-08 14:34:37.850,1,,1688,
1719,2,,2014-03-08 14:43:08.043,3,,1511,,,2014-03-08 14:43:08.043,0,,1701,
1720,2,,2014-03-08 14:58:19.733,5,,930,90,2015-04-20 07:50:55.057,2015-04-20 07:50:55.057,0,,1684,
1721,2,,2014-03-08 15:15:31.340,2,,1511,,,2014-03-08 15:15:31.340,1,,1692,
1722,2,,2014-03-08 15:22:57.947,3,,2031,,,2014-03-08 15:22:57.947,0,,1692,
1723,2,,2014-03-08 15:29:25.830,4,,1511,-1,2017-05-23 12:37:19.983,2014-03-08 15:29:25.830,1,,1695,
1724,2,,2014-03-08 16:11:36.053,11,,2226,2226,2017-08-14 11:10:58.733,2017-08-14 11:10:58.733,0,,269,
1725,2,,2014-03-08 16:14:40.767,5,,2226,2226,2017-08-14 11:11:34.513,2017-08-14 11:11:34.513,0,,562,
1726,2,,2014-03-08 17:59:11.933,3,,2358,,,2014-03-08 17:59:11.933,0,,1696,
1729,2,,2014-03-08 20:02:46.933,6,,1667,1667,2014-06-26 22:50:24.647,2014-06-26 22:50:24.647,3,,1728,
1730,2,,2014-03-08 20:08:49.137,6,,1667,,,2014-03-08 20:08:49.137,3,,1715,
1732,2,,2014-03-08 21:34:49.413,4,,2242,,,2014-03-08 21:34:49.413,1,,1492,
1734,2,,2014-03-09 10:56:15.650,4,,90,90,2014-04-09 01:10:21.473,2014-04-09 01:10:21.473,2,,1677,
1736,2,,2014-03-09 16:54:44.533,6,,2366,,,2014-03-09 16:54:44.533,0,,1700,
1738,2,,2014-03-09 21:56:43.560,4,,2031,,,2014-03-09 21:56:43.560,3,,1728,
1739,2,,2014-03-09 21:59:31.833,3,,2031,,,2014-03-09 21:59:31.833,0,,1715,
1740,2,,2014-03-09 22:03:15.720,2,,2031,,,2014-03-09 22:03:15.720,0,,1408,
1741,2,,2014-03-10 00:26:54.230,2,,930,,,2014-03-10 00:26:54.230,0,,1555,
1743,2,,2014-03-10 09:46:01.380,2,,1511,,,2014-03-10 09:46:01.380,0,,1733,
1744,2,,2014-03-10 11:54:46.353,1,,1512,,,2014-03-10 11:54:46.353,0,,1733,
1745,2,,2014-03-10 15:34:48.160,18,,958,18,2014-04-29 13:20:35.610,2014-04-29 13:20:35.610,2,,1737,
1746,2,,2014-03-10 15:36:33.157,1,,117,,,2014-03-10 15:36:33.157,0,,1735,
1749,2,,2014-03-10 16:34:56.107,4,,1511,,,2014-03-10 16:34:56.107,0,,1735,
1750,2,,2014-03-10 17:00:50.897,3,,2418,,,2014-03-10 17:00:50.897,1,,1728,
1753,2,,2014-03-11 06:13:36.770,1,,1667,,,2014-03-11 06:13:36.770,0,,106,
1757,2,,2014-03-11 12:44:39.490,3,,1511,1511,2014-03-11 12:57:17.287,2014-03-11 12:57:17.287,0,,1756,
1758,2,,2014-03-11 13:53:08.953,4,,1667,,,2014-03-11 13:53:08.953,0,,1756,
1759,2,,2014-03-11 14:16:20.837,4,,2430,,,2014-03-11 14:16:20.837,1,,1756,
1760,2,,2014-03-11 15:54:06.917,5,,2434,,,2014-03-11 15:54:06.917,0,,1755,
1761,2,,2014-03-11 15:58:49.053,16,,1667,-1,2017-04-13 12:57:29.653,2014-03-13 14:17:30.103,2,,1755,
1762,2,,2014-03-11 16:03:13.060,8,,1872,1872,2015-11-23 12:56:57.657,2015-11-23 12:56:57.657,0,,1756,
1763,2,,2014-03-11 22:06:25.020,4,,1667,,,2014-03-11 22:06:25.020,0,,146,
1764,2,,2014-03-11 22:09:59.760,4,,1667,90,2015-07-21 02:35:55.933,2015-07-21 02:35:55.933,0,,157,
1765,2,,2014-03-11 22:47:59.973,1,,1667,,,2014-03-11 22:47:59.973,0,,200,
1766,2,,2014-03-12 00:50:23.193,7,,90,,,2014-03-12 00:50:23.193,2,,1755,
1770,2,,2014-03-12 13:23:25.460,5,,505,,,2014-03-12 13:23:25.460,0,,1769,
1771,2,,2014-03-12 13:35:54.633,2,,1667,-1,2017-04-13 12:57:29.950,2014-03-12 15:26:52.620,0,,1768,
1772,2,,2014-03-12 17:18:16.683,12,,1667,1667,2014-03-12 18:14:04.370,2014-03-12 18:14:04.370,2,,1767,
1774,2,,2014-03-12 19:20:28.167,2,,2031,,,2014-03-12 19:20:28.167,0,,200,
1777,2,,2014-03-12 20:14:00.040,4,,1667,1667,2014-03-12 22:02:15.663,2014-03-12 22:02:15.663,1,,1775,
1778,2,,2014-03-13 08:54:04.573,6,,1511,-1,2017-05-23 12:37:19.983,2014-03-13 08:54:04.573,0,,1776,
1781,2,,2014-03-13 23:31:52.130,3,,1667,1667,2014-03-13 23:42:42.557,2014-03-13 23:42:42.557,0,,1780,
1782,2,,2014-03-14 10:40:51.613,6,,32,,,2014-03-14 10:40:51.613,0,,1742,
1783,2,,2014-03-14 16:12:38.580,3,,1512,,,2014-03-14 16:12:38.580,0,,1775,
1784,2,,2014-03-14 16:21:34.850,1,,263,,,2014-03-14 16:21:34.850,0,,1776,
1785,2,,2014-03-14 16:34:19.303,3,,1512,,,2014-03-14 16:34:19.303,0,,1768,
1786,2,,2014-03-14 17:03:50.723,5,,771,1511,2014-03-16 16:02:54.590,2014-03-16 16:02:54.590,0,,818,
1792,2,,2014-03-15 12:45:55.320,5,,505,2976,2014-08-23 21:39:08.107,2014-08-23 21:39:08.107,0,,1677,
1795,2,,2014-03-16 10:38:42.057,5,,505,505,2014-05-26 08:38:31.397,2014-05-26 08:38:31.397,6,,1791,
1797,2,,2014-03-16 19:22:11.150,9,,1667,1667,2014-03-16 20:55:32.660,2014-03-16 20:55:32.660,0,,1796,
1798,2,,2014-03-16 20:19:19.817,3,,505,,,2014-03-16 20:19:19.817,1,,1793,
1799,2,,2014-03-16 20:27:33.053,2,,505,263,2014-07-15 03:19:00.117,2014-07-15 03:19:00.117,0,,1794,
1800,2,,2014-03-17 10:13:00.757,6,,1511,,,2014-03-17 10:13:00.757,0,,1796,
1802,2,,2014-03-17 14:18:21.613,3,,1511,1511,2014-03-17 14:23:47.247,2014-03-17 14:23:47.247,0,,1801,
1803,2,,2014-03-17 15:24:53.697,3,,505,,,2014-03-17 15:24:53.697,2,,1801,
1804,2,,2014-03-17 16:06:43.010,8,,161,,,2014-03-17 16:06:43.010,1,,1566,
1806,2,,2014-03-17 19:27:29.920,3,,2486,,,2014-03-17 19:27:29.920,0,,1756,
1807,2,,2014-03-17 20:57:40.380,3,,1511,-1,2017-05-23 12:37:19.983,2014-03-31 14:57:21.007,2,,1801,
1808,2,,2014-03-17 21:16:10.177,3,,1511,,,2014-03-17 21:16:10.177,2,,1805,
1810,2,,2014-03-18 08:21:34.080,2,,1511,-1,2017-05-23 12:37:19.983,2014-03-18 08:21:34.080,2,,1801,
1814,2,,2014-03-19 18:58:03.930,4,,505,,,2014-03-19 18:58:03.930,0,,1813,
1815,2,,2014-03-20 10:31:20.380,5,,1511,-1,2017-05-23 12:37:19.983,2014-03-20 10:40:51.047,0,,1801,
1816,2,,2014-03-20 10:51:53.517,5,,1511,,,2014-03-20 10:51:53.517,0,,1731,
1817,2,,2014-03-20 16:38:26.420,3,,33,,,2014-03-20 16:38:26.420,0,,1747,
1818,2,,2014-03-20 17:11:14.993,11,,1512,1512,2014-06-12 15:46:49.847,2014-06-12 15:46:49.847,4,,1791,
1820,2,,2014-03-21 07:22:24.037,3,,1667,-1,2017-04-13 12:33:47.137,2014-04-02 11:53:30.103,2,,1819,
1821,2,,2014-03-21 19:16:15.903,3,,1896,,,2014-03-21 19:16:15.903,1,,1788,
1822,2,,2014-03-21 20:40:04.720,3,,1896,,,2014-03-21 20:40:04.720,0,,1747,
1825,2,,2014-03-22 16:02:45.937,2,,1667,,,2014-03-22 16:02:45.937,0,,1824,
1826,2,,2014-03-22 16:03:05.543,4,,2521,,,2014-03-22 16:03:05.543,2,,95,
1829,2,,2014-03-22 19:48:07.347,4,,2475,,,2014-03-22 19:48:07.347,0,,1796,
1830,2,,2014-03-22 20:25:28.103,0,,1142,,,2014-03-22 20:25:28.103,2,,1828,
1832,2,,2014-03-23 02:58:08.380,5,,90,3082,2014-08-22 20:45:15.777,2014-08-22 20:45:15.777,1,,1827,
1833,2,,2014-03-23 18:59:13.967,3,,117,,,2014-03-23 18:59:13.967,0,,768,
1834,2,,2014-03-24 11:40:30.350,5,,1511,-1,2017-04-13 12:57:29.950,2015-04-13 13:17:15.817,2,,768,
1835,2,,2014-03-24 16:12:52.257,4,,263,,,2014-03-24 16:12:52.257,0,,1796,
1836,2,,2014-03-25 12:03:25.023,1,,2542,,,2014-03-25 12:03:25.023,0,,768,
