Id,AcceptedAnswerId,CreationDate,ViewCount,OwnerUserId,Title,Tags,OwnerDisplayName
1875,,2014-04-01 09:58:43,119,,Data mining for US demographics,data-request;usa;data.gov;us-census,Nitin Siwach
1877,,2014-04-02 00:24:30,728,2514,"Where can I find data by ""census tract numbers""",usa;data.gov;us-census,
1881,,2014-04-03 04:41:41,1869,1142,Archive of ZIP code changes,usa;postal-code;historical,
1884,,2014-04-03 16:14:13,1147,2603,USDA Plant Hardiness Zone Map (PHZM) data,data-request;usa;government;data.gov,
1887,4108,2014-04-03 19:28:02,175,2266,Where to find key log data for keyboard usage?,data-request;computing,
1888,,2014-04-03 19:54:26,356,2606,How much data is available on the Internet?,data-request;internet,
1897,3453,2014-04-05 22:46:05,96,1759,What open data about tunes and melodies exist? Do copyrights apply here?,data-request;licensing;legal;music,
1898,,2014-04-06 01:14:50,308,2616,Population movement datasets?,data-request;transportation,
1902,1939,2014-04-07 09:34:59,252,1511,How to make a successful FOIA request?,usa;government;releasing-data;foia,
1904,,2014-04-07 22:43:05,830,421,Is there a database that provides lengths of books?,data-request;api-request;books,
1907,1924,2014-04-08 08:09:25,2982,1511,A dataset of resumes,data-request;business,
1912,1914,2014-04-09 09:35:15,132,2479,Looking for an UTF-8 table,data-request;computing,
1915,1916,2014-04-10 22:44:10,90,2640,Where can I find the 2014 release of Medicare data from 2012?,data-request;government,
1921,1923,2014-04-12 16:41:44,1413,2652,"Where can I find all cities, regions and cantons of Switzerland?",data-request;geospatial,
1926,,2014-04-15 06:53:33,2389,2666,List of public holidays by countries?,data-request;calendar,
1927,,2014-04-15 07:20:35,170,2620,What is the best tool for doing explorative analysis of databases?,tool-request;sql,
1930,1944,2014-04-15 20:35:04,130,2671,Source for photographs of sample checks,data-request;finance,
1934,1941,2014-04-18 00:09:14,83,2686,"Where can I find historical aerials for some areas in Dona Ana County, New Mexico?",data-request;usa;images;historical;aerial-photography,
1936,1937,2014-04-18 17:42:42,42,2688,Administrative boundary of Colorado State Forest,data-request;data.gov,
1940,,2014-04-20 18:16:22,184,2696,Contains filter in SODA2 API call,socrata,
1945,,2014-04-23 05:01:58,125,754,"Cafe, library ambience noise database",data-request;audio,
1946,,2014-04-23 05:42:15,1696,754,Database of English words difficulty,data-request;language;english;metadata,
1947,,2014-04-23 05:45:16,85,754,Database of Japanese words difficulty,data-request;language;metadata;japanese,
1949,3328,2014-04-23 19:29:42,131,1151,"IRS Statistics of Income, machine-readable",data-request;usa;government;economics;irs,
1951,2122,2014-04-24 13:21:44,1470,1511,Dataset of domain names,data-request;internet,
1954,,2014-04-24 22:31:33,1669,2732,Structured movie/TV dataset,data-request;film,
1960,1972,2014-04-26 20:31:07,127,2740,Wiki site for data tables,tool-request;csv,Erel Segal Halevi
1961,1977,2014-04-28 02:53:38,209,2741,IP addresses of backbone routers,data-request;internet,
1969,2005,2014-04-29 14:20:26,297,2545,Accurately Using Census Tract Data and Total Population,government;data.gov;geospatial;us-census;geocoding,
1970,2101,2014-04-29 15:18:23,80,2740,Change of real estate ownership,data-request;economics;real-estate,
1974,2088,2014-04-30 17:27:27,1010,1505,Looking for data on bankruptcy prediction,data-request;data.gov;finance,
1976,1983,2014-05-01 18:45:52,85,2242,Why and how are certain websites able to state in their terms of service that you can't crawl their data?,web-crawling;legal,
1984,1985,2014-05-02 11:03:23,196,,Where to download a dictionary of medical terms,data-request;medical;dictionary,markp3rry
1986,,2014-05-02 18:40:23,137,1652,Dataset of researchers CV,data-request;usa;research,
1987,,2014-05-03 03:31:22,402,2776,diabetes complications dataset,data-request;healthcare,
2002,,2014-05-06 07:28:23,139,2790,Dataset: text and music,data-request;music,
2003,,2014-05-06 08:44:58,135,2791,Age of consent per country database,data-request;data.gov;legal,
2007,2201,2014-05-07 19:20:08,618,2803,Are there any open datasets of board games that allow commercial usage?,data-request;games,
2009,2013,2014-05-08 02:48:45,5531,2807,Historical Weather Forecasts,data-request;weather;historical,
2010,2040,2014-05-08 10:50:34,156,2808,Data sets with both social and attribute data,data-request;network-structure,
2011,,2014-05-08 14:24:42,2149,2809,Movie/Tv Show api (with posters) for commercial user,api-request;film,
2012,,2014-05-08 22:13:00,86,786,african newpapers for the past 20 years for machine learning,data-request;web-crawling;machine-learning,
2014,5544,2014-05-09 20:18:58,786,389,Word list for Common European Framework of Reference for Languages (CEFR),data-request;language,
2017,,2014-05-10 02:01:48,94,1652,"Standing and seating capacity of clubs, bars and restaurants",data-request;usa;geospatial;business,
2019,,2014-05-11 06:37:56,1365,334,"How to construct a database with the underlying real estate data displayed by Redfin, Zillow, or Trulia?",usa;address;real-estate;county;taxes,
2020,,2014-05-12 09:08:20,429,2823,Looking for a large data set of French data,data-request;big-data;france,
2028,2033,2014-05-13 17:09:11,77,2833,Fatality Analysis Reporting System,usa;government;best-practice;data-format;sql,
2029,,2014-05-13 20:00:00,71,1652,Dataset of international marriages,data-request;census,
2030,,2014-05-13 20:05:21,364,1652,Dataset of allergies,data-request;healthcare,
2031,,2014-05-13 20:09:10,403,1652,Dataset of crosswords,data-request;games,
2036,,2014-05-14 23:19:02,51,2847,Open Data for Economic and Business Research within Sport Management,analysis;r,
2046,3598,2014-05-16 15:25:52,2148,2722,Converting Geographic Coordinates to New York City neighboorhood names,data-request;geospatial;tool-request;api-request;geocoding,
2049,2050,2014-05-17 05:38:48,77,1652,Dataset of adulteration incidents,data-request;healthcare;food,
2051,2052,2014-05-17 14:37:53,300,505,Human Mortality database around the world,data-request;census,
2056,,2014-05-18 19:30:39,115,2866,Data set for operating cost and revenue for small business?,data-request;finance;companies,
2058,,2014-05-19 06:57:32,76,2870,Survey Questions for Data Mining Project JUSTNN,survey,
2063,,2014-05-19 19:14:18,495,2876,How do I add a topic to Freebase?,contributing-data,
2065,2071,2014-05-21 10:43:50,1490,2887,Download list of the name of every country in Western languages,data-request;geospatial;dictionary,
2072,2073,2014-05-22 09:19:22,74,2893,High Resolution Mineral Maps,data-request;geospatial,
2075,,2014-05-23 02:09:15,29,2485,Relationship Advice/Advice Column Corpora?,english,
2078,,2014-05-24 09:48:50,1204,2906,"Weather radar data for Europe, especially Latvia",data-request;data.gov;weather;europe,
2079,,2014-05-25 07:19:06,44,754,Where to contribute pictures of election leaftlets?,images;elections;contributing-data,
2081,,2014-05-25 16:15:00,2623,1930,Best way to convert Excel Files to Open Data Formats,tool-request;data-format;conversion,
2087,2090,2014-05-26 01:01:36,670,2910,IP Geocoding Data Sources and/or APIs,data-request;geocoding;api-request,
2097,2099,2014-05-26 04:40:23,176,2910,What decentralized open data project has the most contributors?,contributing-data,
2103,,2014-05-26 08:57:55,200,2913,PHP script automatically convert content in open data formats,data-format;programming,
2110,2142,2014-05-26 15:40:03,118,2910,Domain Name System Record A database,data-request;internet,
2112,,2014-05-26 23:32:11,1108,1652,Indian caste dataset,data-request;names;india,
2113,,2014-05-27 01:50:57,197,1713,Redistributable Twitter-like data,data-request;geospatial;social-media,
2115,,2014-05-27 15:30:25,229,2920,Examples or datasets of evolving networks,data-request;network-structure,
2120,,2014-05-28 14:36:11,2903,2479,Video game meta-data (supplement for Steam API),data-request;api-request;games,
2121,2123,2014-05-28 15:43:39,318,2921,3-dimensional dataset to test tri-clustering method,data-request;machine-learning,
2139,,2014-05-31 22:37:20,3149,1060,Total screen time and first on-screen appearance by actors in films,data-request;film,
2143,2144,2014-06-02 11:57:07,669,2065,CKAN database scheme,ckan,
2145,,2014-06-02 21:38:00,618,2950,"Now I have an API key, how do I access OpenFDA?",api;government;openfda,
2149,,2014-06-03 12:12:12,56,2920,Dataset for neurons in the brain?,data-request;biology,
2155,,2014-06-04 10:21:23,421,2962,Data In CSV Format from OpenFDA,json;openfda,
2158,,2014-06-04 12:50:22,408,2963,Are there any open datasets for Wrestling statistics,data-request;sports,
2163,,2014-06-04 16:34:13,136,2964,How to get total count of adverse effects events by manufacturer in openFDA?,api;government;openfda,
2165,,2014-06-04 18:19:41,87,1667,Format for exchanging open data catalogs,api;data-format;standards;data-portal,
2167,,2014-06-04 20:15:56,227,2974,Where do I type in my query in the API in openFDA.gov,data.gov;api;openfda,
2168,,2014-06-04 20:47:08,35,2975,Search for False advertising/drug name associated with patient complaint of false advertising,government;openfda,
2175,,2014-06-04 23:52:29,65,2978,Australia District/County level data needed,data-request;county;australia;district,
2177,,2014-06-05 02:43:09,99,2981,Seriousness values on OpenFDA,data.gov;openfda,
2178,,2014-06-05 13:27:28,564,2965,What is a good Python CKAN Tutorial?,ckan;programming,
2179,,2014-06-05 16:39:20,126,2982,Inconsistency in API results?,api;data.gov;openfda,
2194,,2014-06-06 23:10:47,144,2990,Search for deaths by a specific drug,openfda,
2199,2200,2014-06-07 15:27:00,161,2993,Data on business locations,data-request;geospatial;business,
3207,,2014-06-09 15:31:59,25,512,Model documents for presubmission meeting with FDA about mhealth pilot trial and risk assessment,government;data.gov;openfda;healthcare,
3209,,2014-06-09 18:10:21,126,2982,OpenFDA adverse event counts by dates do not add up,api;openfda,
3213,,2014-06-10 06:23:16,402,3006,How to get all the DrugList,api;data.gov;openfda;json,
3214,,2014-06-10 08:45:42,231,3007,High resolution population density maps in the US,geospatial,
3217,,2014-06-10 12:29:31,176,1511,Dataset with a specific demographic distribution due to user interface,data-request;computing,
3223,3224,2014-06-11 13:44:09,482,1345,Demographics by Zipcode,data-request;data.gov;us-census,
3228,,2014-06-11 19:11:57,198,3025,Weekly raster data for temperature and precipitation in US,data-request;data.gov;weather,
3229,,2014-06-11 23:07:29,149,3028,Should we open our data?,releasing-data;economics;licensing,
3234,,2014-06-13 16:21:28,32,2266,Access to text entry speed data?,data-request,
3235,,2014-06-14 02:33:10,66,1652,Dataset of regexps with corresponding sentences,data-request;corpora;nlp,
3239,,2014-06-15 19:53:16,142,3049,List of all ecommerce websites,data-request,
3243,,2014-06-16 14:04:36,168,3054,Resolve company name / TLD to industry?,data-request;usa;business;internet;companies,
3244,,2014-06-16 14:22:39,202,3055,OpenFDA API : can we count on several fields?,openfda,
3249,,2014-06-16 19:01:05,41,3056,What data on violence against women in the U.S. is available?,data-request;usa,
3251,,2014-06-16 20:20:08,386,3057,Where is the list of fields available through the openFDA API?,openfda,
3255,3260,2014-06-17 00:44:44,252,786,What is the best source of open data on sea level rise in Bangladesh and India?,data-request;weather;maps;geospatial,
3259,3261,2014-06-17 16:07:08,189,3058,openFDA: Can we print results for multiple patients at once?,api;openfda,
3262,5343,2014-06-17 20:36:11,715,527,What is the national median salary in Poland?,data-request;census;poland,
3264,3266,2014-06-18 15:55:10,246,3072,USGS Various API Calls,usa;government;api,
3267,,2014-06-19 14:40:47,501,147,Is there a way to extract the brand names of drugs available in USA?,medical;r;drugs,
3271,,2014-06-19 18:45:32,26,3083,"Docket Information call returns ""Not Acceptable"" error in windows form app",usa;government;api,
3274,,2014-06-20 08:39:06,264,3088,Results data for Basketball World Cup,api-request;sports,
3276,,2014-06-20 15:02:24,242,3092,Is the Healthcare Finder API broken?,healthcare-finder-api,
3278,3282,2014-06-21 23:03:38,89,3093,How can I get raw occupational data from the census long form?,us-census,
3280,3281,2014-06-22 19:01:51,154,3096,open.fda.gov JSON search terms,openfda,
3283,,2014-06-22 22:32:15,1076,3110,List of English words,data-request;language,tbodt
3287,3295,2014-06-23 11:59:11,129,3104,What are open data sources about current sea state?,data-request;data.gov;weather;sea,
3288,3472,2014-06-23 13:42:42,201,2713,"High resolution, small area, maps that characterise natural terrain",data-request;maps;geospatial,
3291,3294,2014-06-24 12:41:26,7253,3114,"World city database (with longitude, latitude) and population per year",data-request;geospatial;demographics,
3299,,2014-06-25 12:20:07,76,3122,Programming titles,data-request,
3301,,2014-06-26 05:45:42,284,754,"List of pop music genres, with sound samples, easy to download, open",data-request;music,
3302,3303,2014-06-26 17:49:15,122,3131,"open database of elementary, middle, and high schools in Latin America, Africa and Asia?",data-request;openstreetmap,
3304,,2014-06-26 21:19:37,38,1652,Search engine for graphs where we can specify the axis we are looking for,tool-request;search-engine,
3305,,2014-06-19 07:54:09,77,3122,Free data of connections between role and skill,data-request;machine-learning,Mher
3315,3316,2014-06-28 21:53:51,1249,705,Pokerstars hands database,data-request;games,
3317,,2014-07-01 15:57:22,112,3150,What would be the cleanest / easiest method of collecting rental property data?,data-request;usa;best-practice;real-estate;taxes,
3319,,2014-07-01 17:52:32,303,3152,Dataset for Named Entity Recognition on Informal Text,data-request;language;machine-learning;names,
3321,,2014-07-02 16:00:16,93,3158,Multiple attributes available in a single OpenFDA query,openfda,
3329,,2014-07-03 03:59:39,123,3162,Dataset on donations to charities?,data-request;data.gov,
3332,,2014-07-04 02:00:46,527,1652,Dataset of football (soccer) penalties,data-request;sports,
3333,3336,2014-07-05 03:43:52,2332,3171,Where can I find sales figures on pharmaceutical drugs listed by manufacturer?,data-request;openfda,
3334,3335,2014-07-05 13:12:09,76,3104,Where is data on stable currents of world ocean?,data-request,
3337,3340,2014-07-07 16:03:15,385,3180,Fortune 500 CEOs/executive boards,data-request,
3339,,2014-07-07 18:58:47,47,1722,How can I figure out how many U.S. phonebooks contain a particular name?,data-request;tool-request;names,
3341,,2014-07-07 20:26:59,48,3182,openFDA adverse reaction Serious vs Expedited?,openfda,
3345,,2014-07-08 00:29:17,284,3190,Song lyrics and timings,data-request;music,
3346,3348,2014-07-08 15:18:45,2812,3157,Examples of useful applications that are being developed using open data,data-request;analysis,
3351,3352,2014-07-09 19:03:45,149,3131,Scraper for Openstreetmap: all south-american schools to mysql-db,data-request;sql;best-practice;education;openstreetmap,
3353,,2014-07-10 05:50:12,623,1652,Rocket attacks dataset in Israel and State of Palestine,data-request;military,
3357,3359,2014-07-11 22:09:51,77,394,"Natural hazards in California - Historic time series, spatial resolution (lat/long) & Climate Model Forecasts",data-request;weather;time-series,
3360,4019,2014-07-12 14:54:14,1079,1988,Colors of political parties,data-request;government,
3361,,2014-07-14 13:11:23,114,3226,"Water Quality Data for Lake Ontario; Disolved Oxygen, Nitrogen, Phosphorus",data-request;geospatial,
3367,,2014-07-16 02:28:08,49,705,Standardized tests questions databases,data-request,
3368,3370,2014-07-16 07:05:18,32,3234,"""hypotension"" due to carbamazepine in open FDA?",openfda,
3369,,2014-07-16 07:38:14,42469,2464,Any open public data sets for the English Premier League (EPL)?,data-request;sports,
3371,,2014-07-16 15:16:27,138,3236,Web crawling to create a business,web-crawling;legal,
3372,,2014-07-16 15:34:09,28,3237,Are patient ages in openFDA specific to months of age (for infants) or only age in years?,openfda,
3375,3381,2014-07-17 01:44:25,82,3241,Datasets for smaller towns or villages,releasing-data;best-practice;city,
3377,3380,2014-07-17 02:24:00,61,3241,Open data & perl,tool-request;programming,
3378,,2014-07-17 09:32:51,178,2479,French equivalent of the brown corpus,data-request;language;nlp;corpora;french,
3382,,2014-07-17 23:24:28,41,3248,Dietary Supplement data,openfda,
3383,,2014-07-18 00:26:18,30,3249,Data about the safety of Da Vinci Robotic Surgery,openfda;healthcare,
3384,3388,2014-07-18 02:36:21,56,754,CMIS compatibility: TCK reports data for all ECM products,data-request;products,
3385,3390,2014-07-18 08:22:48,63,2549,List of programming languages,data-request;programming,
3391,,2014-07-18 12:35:10,144,3251,How to crawl data from a library website,web-crawling;research,
3393,,2014-07-18 20:50:07,107,3255,Where can I get historic prices for a commodity?,data-request;prices;cpi,
3397,3400,2014-07-21 12:24:18,106,3157,Is there any dataset for problems common people are facing to build apps against?,data-request;programming,
3398,,2014-07-21 13:34:26,375,2920,Undirected graph datasets with node attributes?,data-request;network-structure,
3403,,2014-07-22 02:36:51,81,754,Streets of Mauritius,data-request;openstreetmap,
3406,3407,2014-07-22 18:19:32,283,3287,How do I access data from 3taps API in C#?,api;programming,
3410,,2014-07-23 17:41:37,55,3294,Database of predominant religion by country?,data-request,
3411,,2014-07-23 17:55:32,118,3294,Database of neighborhood between countries?,data-request;geospatial,
3416,,2014-07-24 05:40:43,118,3006,OpenFDA API for drug Label changes,data.gov;openfda;api-request;drugs,
3418,,2014-07-24 14:37:58,48,3027,Delay in openFDA's drug recalls/enforcement reports?,openfda,
3426,,2014-07-25 09:12:15,308,3304,List of all universities by country,data-request;geospatial;education,
3429,3430,2014-07-26 14:33:06,60,3305,seriousnesscongenitalanomaly in openFDA Adverse Events,api;openfda,
3432,3441,2014-07-27 09:06:00,71,3314,How can I retrieve a list of companies that deal in a specific field?,data-request;companies,
3435,3436,2014-07-27 19:03:35,551,3316,Open company data for the Netherlands,data-request;europe;companies,
3438,3439,2014-07-27 23:17:05,76,3313,Where can I find column definitions for ed.gov data?,government;data.gov;education,
3442,,2014-07-29 06:22:02,51,2740,How to estimate subjective value?,economics;real-estate,
3443,3444,2014-07-29 06:29:57,84,3321,OpenFDA API: Can I perform search by same field with various values,api;openfda,
3445,,2014-07-29 14:35:11,187,193,IRS Codes in machine readable format,usa;government;data-format;taxes;irs,
3449,3452,2014-07-29 16:42:27,59,2545,How many Veterans have been or are currently in Congress,data-request;government;data.gov,
3450,,2014-07-29 17:01:30,31,3326,Class 1 and 2 medical device recalls,openfda,
3454,,2014-07-30 12:28:31,250,3043,Product Reviews,data-request,
3459,,2014-07-31 20:25:28,162,3343,How to work with RDF formats,rdf,
3461,,2014-07-31 21:19:31,77,33,Tagged addresses,data-request;corpora;nlp;usa,
3462,,2014-07-31 22:53:10,390,3346,Data sets for evaluating identity resolution,data-request,
3466,,2014-08-01 11:00:46,139,3350,Open data build project examples,best-practice;tool-request,
3468,,2014-08-01 18:27:46,211,3353,Census API data across superior geographies,api;us-census,
3470,,2014-08-02 09:07:45,25,3355,Where can I find data about sharing propaganda music videos on Facebook?,data-request;music;social-media,
3471,,2014-08-02 16:09:24,67,3360,National Scale (contiguous US) weather data set for 1980 - 2010,data-request;usa;geospatial;weather,
3473,3477,2014-08-02 23:53:10,102,3313,Where can I find data sets that have no API?,data-request;api,
3475,,2014-08-03 01:24:26,197,3362,AIS (Automatic Identification System) or The Long-Range Identification and Tracking (LRIT),data-request,
3484,,2014-08-05 23:28:50,8149,1652,2014 Ebola outbreak dataset,data-request;healthcare,
3487,3489,2014-08-06 17:36:16,134,3377,"Any dataset containing the price/charge that patients ""actually"" pay for their health care service?",data-request;healthcare;prices,
3488,3490,2014-08-06 22:56:11,4920,2549,Large list of quotes,data-request;language;api-request,
3491,,2014-08-07 15:14:04,62,3241,"Does an Authoritative Definition of ""Dataset"" Exist?",standards,
3495,,2014-08-08 08:28:04,434,3316,Open company data for Germany?,data-request;companies;germany;opencorporates,
3496,,2014-08-08 09:12:12,1003,3385,Parse Wiktionary Data Dump XML Into MySQL Database,parsing;sql;wiktionary,
3500,3501,2014-08-08 21:50:06,1788,860,Open replacement for cfbstats.com NCAA football CSV's,data-request;sports,
3503,,2014-08-10 17:27:49,626,1652,College student suicide dataset,data-request;education;healthcare,
3504,3505,2014-08-10 18:59:31,65,2549,Amount of people in each job U.S,data-request,
3508,,2014-08-11 21:31:43,56,3403,Extending North American Industry Classification System (NAICS),best-practice;standards;economics,
3509,3510,2014-08-11 21:41:53,69,621,Is ISO 19115 (Geographic Metadata) a closed standard?,metadata;federal;noaa,
3512,,2014-08-12 15:01:56,56,3406,Nationwide NFL-Team Sports Bar Data?,data-request;sports,
3514,3520,2014-08-13 00:00:16,165,1652,Street gang dataset,data-request,
3516,3521,2014-08-13 07:59:06,236,3411,Where can I find a taxonomy of open data sites?,data-request;metadata,
3517,,2014-08-13 09:17:50,51,3316,Where can I find open data related to hitchhiking?,data-request;transportation,
3519,3542,2014-08-13 14:23:45,1088,3377,Searching for a Mergers and Acquisitions (M&A) panel data set.,data-request,
3523,,2014-08-13 20:21:12,148,3316,Open Data about Open Data,data-request;metadata,
3525,,2014-08-14 10:30:30,54,3417,Is it possible to receive complaint count in monthly format?,openfda,
3529,3530,2014-08-15 02:09:16,242,754,Solfège (do re mi fa sol la si do) sung by human voice,data-request;music;audio,
3535,,2014-08-16 11:38:14,169,3427,Data over artisan bakery sales and earnings,data-request,
3543,,2014-08-20 03:16:44,45,3442,"Where is the ""product problem"" field in the openFDA API?",openfda;medical,
3545,3547,2014-08-20 10:15:20,2877,3444,Open Data for Quiz Game,data-request,
3550,3551,2014-08-20 22:56:42,915,3448,Open Source GRE Data,data-request;education,
3553,3682,2014-08-22 14:54:58,237,3082,"Open data for chemical substances, structures and products?",data-request,
3554,,2014-08-22 15:06:45,74,754,List of vocabulary (kanjis) for the JLPT1 exam,data-request;language;education;japanese,
3558,,2014-08-25 03:54:35,74,754,Open database of enterprise software prices,data-request;prices;products,
3559,4153,2014-08-25 04:30:14,6382,754,"Free icons of country flags, reusable in both open source and commercial products",data-request;images,
3561,,2014-08-25 07:03:49,797,1052,Sports results datasets,data-request;sports,
3562,3563,2014-08-25 11:13:29,236,2561,Is it possible to use CKAN for commercial use?,licensing;ckan,
3568,,2014-08-26 03:37:31,48,3485,Global births for past 10k years?,data-request,
3569,,2014-08-26 10:46:42,612,1841,Daily european weather data of past few years for non commercial use,data-request;weather;europe,
3571,3615,2014-08-26 12:21:32,163,754,In what programming language(s) is software X written?,data-request;products,
3574,,2014-08-26 21:27:14,43,3362,Rating system for websites,releasing-data,
3575,4811,2014-08-27 04:33:54,853,754,Flashcards to remember all Ingress glyphs,data-request;games,
3582,3589,2014-08-29 09:31:59,274,754,Where to upload open data? (no online data editing needed),releasing-data;csv;rdf,
3586,,2014-08-29 15:51:30,89,3506,Hackathons and opendata,best-practice;programming,
3590,3617,2014-08-30 18:13:14,110,3508,Data set for identifying columns as categorical or numerical,data-request;metadata,
3592,,2014-08-31 09:14:17,619,3311,Dataset with a multivariate time series of circular and linear variables,data-request;biology;time-series,
3593,,2014-08-31 10:19:18,315,3420,Free good quality vocal/choir sound fonts,data-request;music;audio;creative-commons,
3594,,2014-08-31 16:45:05,207,3510,open data in maintenance and repair,data-request;industry,
3596,,2014-09-01 16:48:09,126,3518,U.S. federal government data fetchable via SPARQL?,usa;government;linked-data;sparql,
3599,,2014-09-02 17:35:42,60,3528,Is there an easy way to access medical device approvals beyond recently-approved devices?,openfda,
3601,,2014-09-02 22:05:35,49,3529,Finding new and future song releases before they are found by Google Search,data-request,
3604,3605,2014-09-04 10:01:43,84,754,How to get my data accepted in the Linked Open Data Cloud Diagram?,linked-data,
3606,,2014-09-04 21:51:47,546,3541,How does Google Maps get traffic info?,maps,
3610,,2014-09-05 14:37:04,100,3541,Creating audio fingerprint database,releasing-data;music;legal;audio,
3611,3612,2014-09-05 15:59:50,127,2719,Car Sales & Car Theft (Stolen Automobiles) Data,data-request;transportation;analysis,
3618,,2014-09-09 06:28:13,114,2013,How can you get nationwide data of a particular type from the US Census website?,usa;us-census,
3621,,2014-09-09 13:57:26,60,3561,Where should I host/contribute a mapping from Stack Overflow tags to Wikipedia articles?,releasing-data;linked-data;wikidata;wikipedia;contributing-data,
3625,3637,2014-09-10 13:50:09,918,3565,Are there freely available equivalents to the HUD crosswalk data (zip code to county/census mapping) that go back farther in time?,data-request;usa;geospatial,
3626,,2014-09-10 21:08:13,209,3570,Wildcard searches,openfda,
3629,,2014-09-11 15:31:50,105,3573,Fiber (dark or lit) maps and data,data-request;usa;geospatial;internet;fcc,
3630,3641,2014-09-11 16:26:17,126,3574,Where can I find open data on healthcare quality indicators?,data-request;healthcare,
3631,3670,2014-09-11 16:49:07,150,3574,R packages with open data in them,data-request;r,
3634,3635,2014-09-11 18:20:25,102,3576,Suggested formats for open data documents,releasing-data;licensing;data-format;documentation,
3638,,2014-09-12 06:16:58,97,754,Reusable pictures of Chinese factories in the 1930~1940s,data-request;historical;industry;photographs;china,
3642,3643,2014-09-12 18:43:55,38,3588,List of relase dates and prices of Adobe products?,data-request;prices;software,
3646,,2014-09-13 20:00:00,59,3594,How do small companies access user transaction data?,best-practice;web-crawling,
3647,,2014-09-14 09:36:04,2145,2464,Any Open (Structured) Datasets for the World Factbook (Public Domain Country Profiles Published by the CIA)?,json;creative-commons;data-request,
3649,,2014-09-14 17:48:32,235,2226,Open resources about cosmetics and beauty/body products,data-request;products,
3651,4713,2014-09-15 14:02:35,220,3603,Is there a vocabulary for linking weather data?,data-request;weather;linked-data;ontology;json,
3652,,2014-09-15 15:19:50,59,3605,Can I simply copy a CC-BY-SA 3.0 work as CC-BY-SA 4.0?,licensing;creative-commons,
3657,3658,2014-09-16 09:18:33,298,754,What triplestore that can handle the largest number of triples?,linked-data;rdf;sparql,
3661,,2014-09-17 06:15:47,1060,754,What Linked Data serialization format to choose for our (now CSV) open data?,linked-data;rdf;json,
3665,,2014-09-17 18:46:46,86,3621,Cellphone vs Smartphone usage?,data-request,
3667,,2014-09-17 22:14:03,277,3565,"Are zip-code-level IRS income tax data available for every year, in machine-readable fomat?",data-request;usa;economics;taxes;irs,
3668,,2014-09-18 00:46:02,1709,3623,Is there an API for the Oscars/Academy Awards that lists past winners as well as current nominees?,api-request;film,
3671,,2014-09-18 16:12:52,2117,3318,Amazon ASIN and Category,data-request,
3673,,2014-09-19 00:26:19,51,3628,Imaging Cost Data and Procedure Costs,data-request;healthcare;prices,
3677,3678,2014-09-19 17:45:45,805,3632,Looking for openFDA datasets which gives JSON data,data-request;data.gov;openfda;json,
3679,3681,2014-09-19 20:42:08,572,3634,"Open data sets about software development: code quality, defect rate, programming languages?",data-request;software,
3691,3693,2014-09-23 09:24:05,160,3653,Where to find spatio-temporal data?,data-request,
3692,,2014-09-23 11:07:17,94,3654,Open Data formats used,data-request;data-format;5-star-scheme,
3697,,2014-09-24 14:59:26,1029,3662,Data Ferret (Census.gov) will not load,us-census,
3701,,2014-09-25 03:11:52,342,3668,how does add123.com get their data?,government,
3702,,2014-09-25 08:01:08,55,754,"Ranking of various Android APK markets, by number of users",data-request;products,
3703,3774,2014-09-25 19:43:06,67,3574,Birth dates vs. Due dates,data-request;healthcare;biology,
3704,3740,2014-09-25 20:41:50,55,3673,Errors with running Ruby Government Data SDK Sample,usa;government;api;programming;labor,
3705,3706,2014-09-26 09:24:28,111,3677,"Sourcing or creating (using PHP), a lists of all countries and their relevant ISO codes?",county,
3713,,2014-09-28 06:20:51,1750,3689,"Ecommerce ( amazon, ebay ) dataset",data-request,
3716,3718,2014-09-29 06:08:50,37,754,Data showing what JavaScript operations are usable in what browser,data-request;standards;programming;internet,
3717,,2014-09-29 11:40:18,106,2713,Regression problem data suitable for ML library unit test,data-request;machine-learning,
3720,,2014-09-29 13:54:36,125,3696,"Sample datasets with known outliers for IQR, Q-test and Z-test math tests",data-request,
3722,,2014-09-29 21:05:29,310,3700,Looking for a database for cellular tower and antenna locations in the united states,data-request,
3723,3725,2014-09-29 22:37:39,106,3702,Is it the right query on what I am looking for in openFDA?,api;data.gov;openfda;json,
3726,,2014-09-30 06:11:55,31,3689,How can I extend a dataset if I have only one file of a dynamic dataset?,network-structure,
3727,3729,2014-09-30 08:09:13,173,754,How to express that a schema.org/Restaurant is located in a given Wikidata geographical entity?,rdf;wikidata;wikivoyage,
3728,11438,2014-09-30 09:09:48,190,754,Mapping between Wikidata and Geonames,data-request;geospatial;wikidata;mapping,
3730,,2014-09-30 09:30:58,1599,754,Dataset of languages and where they are spoken (sub-national),data-request;geospatial;language,
3732,,2014-09-30 12:42:50,127,3707,How to correctly interpret the format of the German Polarity Clues data set?,sentiment-analysis,
3736,11439,2014-10-01 07:51:25,126,754,Mapping between Wikivoyage article names and their Wikidata identifier,data-request;wikidata;wikivoyage;mapping,
3741,,2014-10-01 18:10:28,46,3724,help diagnose the query result? or a possible bug?,openfda,
3744,,2014-10-01 20:34:41,7706,3730,Are there free APIs for searching news articles that I can use to collect trend data in news coverage?,data-request;api-request,UpQuark
3747,,2014-10-02 07:22:25,162,754,Expressing restaurant information in RDF/XML,geospatial;rdf;wikidata;address;wikivoyage,
