Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
1952,2,,1398326250,3,,2727,,,2014-04-24 17:57:30,1,,1843,
1955,2,,1398359278,1,,90,,,2014-04-25 03:07:58,7,,1949,
1956,2,,1398380191,2,,2729,,,2014-04-25 08:56:31,1,,1256,
1957,2,,1398407017,8,,505,,,2014-04-25 16:23:37,1,,1951,
1959,2,,1398427315,3,,505,,,2014-04-25 22:01:55,0,,1954,
1963,2,,1398633506,6,,1142,1142,2014-04-28 08:16:25,2014-04-28 08:16:25,0,,1946,
1964,2,,1398635256,3,,1511,-1,2017-04-13 12:57:30,2014-04-28 07:47:36,0,,1951,
1965,2,,1398637898,3,,1511,,,2014-04-28 08:31:38,2,,1961,
1966,2,,1398647725,5,,2743,,,2014-04-28 11:15:25,0,,266,
1967,2,,1398648317,2,,1511,,,2014-04-28 11:25:17,0,,1113,
1968,2,,1398705679,2,,2647,,,2014-04-29 03:21:19,0,,1947,
1971,2,,1398749001,4,,930,,,2014-04-29 15:23:21,0,,1960,
1972,2,,1398758204,3,,90,,,2014-04-29 17:56:44,2,,1960,
1977,2,,1398937643,3,,1693,,,2014-05-01 19:47:23,1,,1961,
1978,2,,1398939881,2,,90,,,2014-05-01 20:24:41,0,,823,
1981,2,,1398984760,1,,1511,1511,2014-05-02 09:06:56,2014-05-02 09:06:56,0,,823,
1983,2,,1399002929,2,,2031,,,2014-05-02 13:55:29,4,,1976,
1985,2,,1398994743,3,,2771,,,2014-05-02 11:39:03,0,,1984,user7610
1988,2,,1399076305,3,,263,,,2014-05-03 10:18:25,0,,1986,
1989,2,,1399252114,2,,1511,1511,2014-05-05 11:58:55,2014-05-05 11:58:55,0,,1987,
2004,2,,1399353749,3,,1667,1667,2014-05-06 15:35:50,2014-05-06 15:35:50,3,,2003,
2005,2,,1399360738,3,,18,,,2014-05-06 17:18:58,3,,1969,
2008,2,,1399463072,2,,90,,,2014-05-07 21:44:32,1,,2007,
2013,2,,1399604800,7,,263,,,2014-05-09 13:06:40,2,,2009,
2015,2,,1399644366,3,,35,,,2014-05-10 00:06:06,0,,2012,
2016,2,,1399644766,4,,35,389,2014-05-12 12:23:56,2014-05-12 12:23:56,1,,2014,
2018,2,,1399695412,5,,1667,,,2014-05-10 14:16:52,0,,2017,
2021,2,,1399851482,2,,1511,-1,2017-04-13 12:57:30,2014-05-12 09:38:02,1,,2020,
2022,2,,1399854303,5,,1834,1834,2014-05-12 10:45:30,2014-05-12 10:45:30,2,,2020,
2023,2,,1399868992,2,,1667,,,2014-05-12 14:29:52,0,,2020,
2024,2,,1399870212,2,,2826,,,2014-05-12 14:50:12,2,,2020,
2025,2,,1399870300,7,,1667,1667,2014-05-12 16:16:54,2014-05-12 16:16:54,0,,2019,
2026,2,,1399928921,7,,2828,,,2014-05-13 07:08:41,2,,1670,
2027,2,,1399937950,3,,2830,,,2014-05-13 09:39:10,0,,2020,
2032,2,,1399975951,1,,1667,,,2014-05-13 20:12:31,0,,2029,
2033,2,,1399985087,3,,117,117,2014-05-15 15:57:22,2014-05-15 15:57:22,2,,2028,
2034,2,,1400017098,5,,1511,,,2014-05-14 07:38:18,0,,2031,
2035,2,,1400071512,3,,2847,,,2014-05-14 22:45:12,0,,1007,
2037,2,,1400075384,2,,1834,,,2014-05-14 23:49:44,1,,2036,
2038,2,,1400135084,7,,2852,117,2014-05-16 13:39:54,2014-05-16 13:39:54,0,,2009,
2039,2,,1400148295,1,,90,,,2014-05-15 20:04:55,2,,731,
2040,2,,1400157723,2,,2085,,,2014-05-15 22:42:03,1,,2010,
2047,2,,1400221249,4,,1667,,,2014-05-16 16:20:49,2,,2046,
2048,2,,1400246494,5,,90,,,2014-05-16 23:21:34,5,,2046,
2050,2,,1400297011,4,,505,,,2014-05-17 13:23:31,1,,2049,
2052,2,,1400302615,6,,2085,,,2014-05-17 14:56:55,0,,2051,
2053,2,,1400304597,3,,1652,,,2014-05-17 15:29:57,0,,2051,
2054,2,,1400305926,3,,1667,,,2014-05-17 15:52:06,0,,2051,
2055,2,,1400323391,3,,2722,,,2014-05-17 20:43:11,0,,2009,
2057,2,,1400406287,2,,505,,,2014-05-18 19:44:47,3,,2056,
2060,2,,1400475245,2,,1667,,,2014-05-19 14:54:05,2,,2058,
2061,2,,1400476829,1,,1511,1511,2014-08-16 18:09:24,2014-08-16 18:09:24,1,,1007,
2062,2,,1400487903,3,,2464,2464,2014-05-27 10:46:03,2014-05-27 10:46:03,0,,1007,
2064,2,,1400548384,2,,1511,,,2014-05-20 11:13:04,4,,2063,
2066,2,,1400634931,4,,1511,,,2014-05-21 11:15:31,0,,2065,
2067,2,,1400635125,2,,505,,,2014-05-21 11:18:45,1,,2065,
2068,2,,1400636346,4,,1511,1511,2014-05-21 12:38:33,2014-05-21 12:38:33,2,,2065,
2069,2,,1400663222,2,,2542,,,2014-05-21 19:07:02,1,,2065,
2070,2,,1400666524,1,,117,,,2014-05-21 20:02:04,0,,2063,
2071,2,,1400701240,4,,1142,1142,2014-05-22 07:27:31,2014-05-22 07:27:31,1,,2065,
2073,2,,1400732753,2,,1511,,,2014-05-22 14:25:53,0,,2072,
2074,2,,1400774666,3,,2893,,,2014-05-23 02:04:26,1,,2072,
2076,2,,1400798844,1,,1512,,,2014-05-23 08:47:24,0,,731,
2077,2,,1400816581,1,,1834,,,2014-05-23 13:43:01,0,,731,
2080,2,,1400996659,2,,1930,,,2014-05-25 15:44:19,0,,799,
2082,2,,1401000765,5,,505,-1,2017-04-13 12:57:30,2014-05-25 16:52:45,1,,2081,
2083,2,,1401004091,1,,2722,2722,2014-05-26 21:03:51,2014-05-26 21:03:51,0,,2081,
2085,2,,1401027055,3,,244,,,2014-05-26 00:10:55,0,,1751,
2086,2,,1401028437,3,,244,,,2014-05-26 00:33:57,0,,1251,
2088,2,,1401031921,4,,244,,,2014-05-26 01:32:01,1,,1974,
2089,2,,1401035666,2,,244,,,2014-05-26 02:34:26,0,,1675,
2090,2,,1401037364,5,,244,-1,2017-05-23 12:37:20,2014-05-26 03:02:44,3,,2087,
2091,2,,1401039224,3,,754,,,2014-05-26 03:33:44,0,,2087,
2092,2,,1401039637,4,,1667,-1,2017-05-23 12:37:20,2014-05-26 03:40:37,1,,2081,
2093,2,,1401040079,3,,1667,90,2017-05-09 23:13:13,2017-05-09 23:13:13,0,,2087,
2094,2,,1401040534,2,,244,,,2014-05-26 03:55:34,2,,2078,
2095,2,,1401040843,1,,1667,,,2014-05-26 04:00:43,0,,2065,
2096,2,,1401042285,1,,754,-1,2017-04-13 12:38:16,2014-05-26 04:24:45,0,,2075,
2098,2,,1401044626,2,,754,,,2014-05-26 05:03:46,0,,2081,
2099,2,,1401045092,5,,754,,,2014-05-26 05:11:32,4,,2097,
2100,2,,1401045792,1,,244,,,2014-05-26 05:23:12,0,,2030,
2101,2,,1401047358,1,,244,,,2014-05-26 05:49:18,0,,1970,
2102,2,,1401057536,8,,505,,,2014-05-26 08:38:56,0,,1791,
2104,2,,1401059819,3,,505,,,2014-05-26 09:16:59,0,,2103,
2105,2,,1401075523,1,,244,244,2014-05-26 13:47:33,2014-05-26 13:47:33,0,,1200,
2106,2,,1401079971,5,,2917,244,2014-05-27 02:18:45,2014-05-27 02:18:45,2,,2079,
2107,2,,1401080086,4,,18,,,2014-05-26 14:54:46,2,,2079,
2108,2,,1401080657,1,,18,-1,2017-05-23 12:37:20,2014-05-26 15:04:17,2,,2011,
2109,2,,1401081023,5,,18,,,2014-05-26 15:10:23,1,,748,
2111,2,,1401087881,5,,87,,,2014-05-26 17:04:41,0,,2081,
2116,2,,1401179251,2,,1512,,,2014-05-27 18:27:31,1,,2081,
2117,2,,1401188818,1,,1667,,,2014-05-27 21:06:58,0,,2115,
2118,2,,1401227306,2,,505,,,2014-05-28 07:48:26,0,,2115,
2119,2,,1401231850,3,,1511,,,2014-05-28 09:04:10,0,,2087,
2122,2,,1401256006,11,,1667,,,2014-05-28 15:46:46,4,,1951,
2123,2,,1401310049,1,,1511,,,2014-05-29 06:47:29,1,,2121,
2126,2,,1401318926,6,,1511,1511,2016-10-06 17:47:49,2016-10-06 17:47:49,1,,2120,
2127,2,,1401340815,2,,1667,1667,2014-05-29 22:51:08,2014-05-29 22:51:08,0,,1737,
2128,2,,1401350885,8,,1667,,,2014-05-29 18:08:05,1,,1208,
2129,2,,1401359789,1,,1667,,,2014-05-29 20:36:29,0,,2121,
2130,2,,1401361191,2,,2729,,,2014-05-29 20:59:51,1,,2081,
2131,2,,1401364635,2,,1667,,,2014-05-29 21:57:15,0,,2078,
2132,2,,1401365170,2,,1667,1667,2014-05-29 22:12:14,2014-05-29 22:12:14,0,,962,
2133,2,,1401366897,1,,1667,,,2014-05-29 22:34:57,0,,1272,
2134,2,,1401367486,1,,1667,,,2014-05-29 22:44:46,0,,1773,
2135,2,,1401371484,2,,90,,,2014-05-29 23:51:24,0,,962,
2136,2,,1401381566,2,,90,,,2014-05-30 02:39:26,0,,1007,
2137,2,,1401382138,1,,90,90,2015-03-20 03:45:25,2015-03-20 03:45:25,0,,2081,
2138,2,,1401460301,4,,1667,-1,2017-04-13 12:57:30,2014-05-31 00:31:41,0,,365,
2140,2,,1401599283,2,,509,,,2014-06-01 15:08:03,0,,1733,
2141,2,,1401628390,2,,2941,,,2014-06-01 23:13:10,1,,1007,
2142,2,,1401659159,5,,754,,,2014-06-02 07:45:59,0,,2110,
2144,2,,1401696953,6,,1667,,,2014-06-02 18:15:53,2,,2143,
2146,2,,1401713608,2,,18,,,2014-06-02 22:53:28,0,,2145,
2147,2,,1401714591,2,,1667,,,2014-06-02 23:09:51,0,,2145,
2148,2,,1401731184,4,,948,,,2014-06-03 03:46:24,4,,2145,
2154,2,,1401836953,3,,1834,,,2014-06-04 09:09:13,1,,748,
2156,2,,1401841895,2,,505,-1,2017-04-13 12:57:30,2014-06-04 10:31:35,0,,2155,
2157,2,,1401845509,1,,1511,,,2014-06-04 11:31:49,0,,2155,
2159,2,,1401854758,6,,1667,,,2014-06-04 14:05:58,1,,2158,
2164,2,,1401869019,2,,2970,,,2014-06-04 18:03:39,1,,2163,
2166,2,,1401871311,1,,1667,70,2015-03-31 18:56:44,2015-03-31 18:56:44,1,,2165,
2169,2,,1401879165,1,,2975,754,2014-06-05 11:14:01,2014-06-05 11:14:01,2,,2167,
2170,2,,1401879666,2,,18,18,2014-06-07 13:08:25,2014-06-07 13:08:25,1,,2167,
2171,2,,1401880518,0,,1667,,,2014-06-04 21:15:18,0,,2167,
2172,2,,1401880622,3,,2976,,,2014-06-04 21:17:02,2,,2167,
2173,2,,1401880684,1,,18,,,2014-06-04 21:18:04,0,,2168,
2174,2,,1401888073,7,,2977,,,2014-06-04 23:21:13,3,,2139,
2176,2,,1401893714,4,,1667,1667,2014-06-06 15:57:18,2014-06-06 15:57:18,0,,2175,
2180,2,,1401955277,1,,2984,244,2014-06-05 18:27:41,2014-06-05 18:27:41,2,,2167,
2181,2,,1401956022,2,,1667,,,2014-06-05 18:13:42,0,,2179,
2182,2,,1401970424,1,,2976,,,2014-06-05 22:13:44,0,,2177,
2183,2,,1401971197,3,,2976,,,2014-06-05 22:26:37,0,,2178,
2184,2,,1402028806,0,,1511,,,2014-06-06 14:26:46,0,,1733,
2185,2,,1402030169,4,,2987,,,2014-06-06 14:49:29,0,,2168,
2186,2,,1402030786,1,,2987,,,2014-06-06 14:59:46,3,,2179,
2187,2,,1402030986,3,,2987,,,2014-06-06 15:03:06,0,,2155,
2188,2,,1402031468,5,,2987,,,2014-06-06 15:11:08,0,,2177,
2189,2,,1402031818,2,,2987,,,2014-06-06 15:16:58,0,,2163,
2191,2,,1402032174,0,,2987,,,2014-06-06 15:22:54,0,,2145,
2195,2,,1402068794,2,,1806,,,2014-06-07 01:33:14,0,,1453,
2196,2,,1402080638,1,,175,,,2014-06-07 04:50:38,0,,1079,
2197,2,,1402102328,6,,2976,2976,2014-06-16 15:28:49,2014-06-16 15:28:49,0,,2194,
2198,2,,1402115212,2,,2984,,,2014-06-07 14:26:52,0,,2177,
2200,2,,1402123601,5,,2976,,,2014-06-07 16:46:41,2,,2199,
2201,2,,1402123772,3,,2976,,,2014-06-07 16:49:32,0,,2007,
2202,2,,1402124029,2,,2976,,,2014-06-07 16:53:49,0,,2002,
2203,2,,1402155741,1,,2994,,,2014-06-08 01:42:21,0,,2167,
2204,2,,1402200057,3,,505,505,2014-06-09 13:36:07,2014-06-09 13:36:07,2,,2199,
2205,2,,1402205116,4,,244,,,2014-06-08 15:25:16,0,,2139,
3205,2,,1402249197,2,,754,754,2014-06-09 03:56:49,2014-06-09 03:56:49,0,,2199,
3206,2,,1402250373,3,,754,-1,2017-04-13 12:38:53,2014-06-09 03:59:33,1,,2007,
3208,2,,1402299759,1,,2976,,,2014-06-09 17:42:39,0,,3207,
3210,2,,1402304784,4,,2987,,,2014-06-09 19:06:24,4,,3209,
3211,2,,1402311853,2,,263,,,2014-06-09 21:04:13,0,,1488,
3212,2,,1402334881,5,,3004,,,2014-06-10 03:28:01,0,,107,
3215,2,,1402366230,5,,2976,,,2014-06-10 12:10:30,6,,3213,
3216,2,,1402367097,7,,1667,1667,2014-06-10 12:33:08,2014-06-10 12:33:08,0,,3214,
3218,2,,1402368424,2,,1667,,,2014-06-10 12:47:04,1,,3217,
3219,2,,1402373025,4,,18,,,2014-06-10 14:03:45,1,,3217,
3220,2,,1402374100,8,,18,,,2014-06-10 14:21:40,0,,3214,
3221,2,,1402381549,2,,1141,,,2014-06-10 16:25:49,1,,103,
3224,2,,1402461351,5,,958,,,2014-06-11 14:35:51,2,,3223,
3225,2,,1402463866,3,,1667,1667,2014-06-11 15:26:04,2014-06-11 15:26:04,2,,3223,
3226,2,,1402472079,3,,3023,,,2014-06-11 17:34:39,1,,2010,
3227,2,,1402473781,1,,1667,,,2014-06-11 18:03:01,3,,1884,
3230,2,,1402494105,5,,3029,,,2014-06-11 23:41:45,0,,1791,
3231,2,,1402568889,5,,90,,,2014-06-12 20:28:09,1,,3229,
3232,2,,1402579884,3,,3037,,,2014-06-12 23:31:24,1,,1791,
3236,2,,1402718987,2,,505,,,2014-06-14 14:09:47,0,,3234,
3237,2,,1402733102,7,,117,,,2014-06-14 18:05:02,0,,3229,
3238,2,,1402825224,3,,2000,,,2014-06-15 19:40:24,0,,3229,
3241,2,,1402826885,4,,3050,,,2014-06-15 20:08:05,0,,2199,
3242,2,,1402827054,3,,3050,,,2014-06-15 20:10:54,1,,748,
3245,2,,1402893436,2,,2976,,,2014-06-16 14:37:16,0,,3244,
3246,2,,1402894954,2,,263,,,2014-06-16 15:02:34,0,,3243,
3248,2,,1402897210,0,,2976,,,2014-06-16 15:40:10,0,,3243,
3250,2,,1402910187,2,,18,,,2014-06-16 19:16:27,0,,3243,
3252,2,,1402916568,1,,2976,,,2014-06-16 21:02:48,0,,3251,
3253,2,,1402917964,2,,2085,,,2014-06-16 21:26:04,0,,3249,
3254,2,,1402921763,3,,1667,1667,2014-06-16 22:53:33,2014-06-16 22:53:33,0,,3249,
3256,2,,1402961772,5,,3061,70,2014-09-12 13:21:38,2014-09-12 13:21:38,0,,1791,
3257,2,,1402982708,5,,18,18,2017-08-23 20:58:40,2017-08-23 20:58:40,0,,1108,
3260,2,,1402986720,5,,1667,,,2014-06-17 16:32:00,1,,3255,
3261,2,,1402987236,6,,2976,,,2014-06-17 16:40:36,0,,3259,
3263,2,,1403001980,0,,1667,1667,2014-10-16 14:24:50,2014-10-16 14:24:50,4,,3262,
3265,2,,1403073046,5,,206,,,2014-06-18 16:30:46,0,,1742,
3266,2,,1403074417,4,,3074,70,2015-03-31 18:39:54,2015-03-31 18:39:54,1,,3264,
3268,2,,1403152847,2,,147,147,2014-06-19 15:30:39,2014-06-19 15:30:39,0,,3267,
3269,2,,1403161079,1,,263,-1,2017-04-13 12:57:30,2014-06-19 16:57:59,0,,1742,
3270,2,,1403166036,0,,2976,,,2014-06-19 18:20:36,0,,3267,
3273,2,,1403202992,1,,754,,,2014-06-20 04:36:32,0,,3271,
3275,2,,1403227930,1,,1511,-1,2017-04-13 12:57:30,2014-08-15 13:53:36,1,,3274,
3277,2,,1403250446,1,,2976,,,2014-06-20 17:47:26,1,,3276,
3279,2,,1403418221,2,,1930,,,2014-06-22 16:23:41,0,,813,
3281,2,,1403432375,1,,2976,-1,2017-04-13 12:57:30,2014-06-23 14:30:33,0,,3280,
3282,2,,1403442489,2,,958,,,2014-06-22 23:08:09,5,,3278,
3284,2,,1403446675,9,,1758,,,2014-06-23 00:17:55,0,,3283,
3285,2,,1403448828,12,,1652,-1,2017-03-20 10:18:35,2014-06-24 15:47:10,0,,3283,
3286,2,,1403488212,1,,3103,,,2014-06-23 11:50:12,0,,3267,
3289,2,,1403495478,7,,3107,,,2014-06-23 13:51:18,1,,3283,
3290,2,,1403504561,5,,263,,,2014-06-23 16:22:41,1,,3283,
3292,2,,1403581033,1,,2976,,,2014-06-24 13:37:13,2,,3291,
3293,2,,1403588067,2,,18,18,2014-06-24 15:42:58,2014-06-24 15:42:58,0,,3291,
3294,2,,1403590183,7,,1667,,,2014-06-24 16:09:43,3,,3291,
3295,2,,1403590473,3,,1667,-1,2017-04-13 12:57:30,2014-06-24 16:14:33,2,,3287,
3296,2,,1403605173,1,,3117,,,2014-06-24 20:19:33,0,,3251,
3298,2,,1403622351,2,,3118,,,2014-06-25 01:05:51,3,,3276,
3300,2,,1403664187,3,,1511,,,2014-06-25 12:43:07,2,,3299,
3303,2,,1403770837,3,,1667,,,2014-06-26 18:20:37,7,,3302,
3306,2,,1403138123,5,,2428,-1,2017-03-20 09:43:39,2014-06-19 10:35:23,0,,3305,Little Bobby Tables
3307,2,,1403802909,4,,3136,,,2014-06-27 03:15:09,1,,748,
3308,2,,1403805053,0,,3137,2976,2014-06-28 08:06:06,2014-06-28 08:06:06,1,,3259,
3316,2,,1403994137,5,,505,,,2014-06-29 08:22:17,0,,3315,
3318,2,,1404199543,3,,1667,,,2014-07-01 17:25:43,1,,3317,
3320,2,,1404202295,0,,1667,,,2014-07-01 18:11:35,1,,3319,
3322,2,,1404285168,1,,2976,-1,2017-04-13 12:57:30,2014-09-30 22:21:50,0,,3321,
3323,2,,1404294981,3,,18,,,2014-07-02 19:56:21,0,,3301,
3324,2,,1404298224,3,,930,,,2014-07-02 20:50:24,0,,3304,
3326,2,,1404306613,5,,2375,,,2014-07-02 23:10:13,0,,1440,
3327,2,,1404307244,4,,2976,2976,2014-07-03 18:52:22,2014-07-03 18:52:22,4,,1440,
3328,2,,1404320858,2,,1151,,,2014-07-03 03:07:38,0,,1949,
3330,2,,1404328142,4,,3163,,,2014-07-03 05:09:02,0,,1,
3331,2,,1404373419,6,,2976,2976,2014-07-03 18:38:02,2014-07-03 18:38:02,0,,3329,
3335,2,,1404532411,5,,2976,,,2014-07-05 13:53:31,1,,3334,
3336,2,,1404564756,3,,2976,2976,2014-07-05 22:59:21,2014-07-05 22:59:21,0,,3333,
3338,2,,1404719889,3,,505,,,2014-07-07 17:58:09,0,,3337,
3340,2,,1404724526,3,,2976,,,2014-07-07 19:15:26,0,,3337,
3342,2,,1404730736,1,,2976,-1,2017-04-13 12:57:30,2014-07-07 20:58:56,0,,3341,
3343,2,,1404732847,3,,1677,,,2014-07-07 21:34:07,0,,3283,
3344,2,,1404735932,2,,3185,,,2014-07-07 22:25:32,0,,1260,
3347,2,,1404803154,9,,505,,,2014-07-08 17:05:54,0,,3346,
3348,2,,1404804145,10,,2976,,,2014-07-08 17:22:25,0,,3346,
3349,2,,1404822009,1,,2719,,,2014-07-08 22:20:09,0,,3345,
3352,2,,1404916611,4,,2976,,,2014-07-10 00:36:51,2,,3351,
3354,2,,1404993462,8,,1229,,,2014-07-10 21:57:42,0,,3346,
3355,2,,1405055762,9,,329,,,2014-07-11 15:16:02,0,,3346,
3356,2,,1405060647,3,,90,,,2014-07-11 16:37:27,5,,3288,
3358,2,,1405081865,4,,3217,,,2014-07-11 22:31:05,0,,3334,
3359,2,,1405090299,2,,3217,244,2014-07-12 06:28:05,2014-07-12 06:28:05,1,,3357,
3362,2,,1405327054,2,,2976,,,2014-07-14 18:37:34,1,,3361,
3363,2,,1405397116,4,,3228,,,2014-07-15 14:05:16,0,,3346,
3365,2,,1405401527,6,,18,18,2014-07-15 15:47:14,2014-07-15 15:47:14,2,,3353,
3366,2,,1405429883,2,,3217,,,2014-07-15 23:11:23,0,,1728,
3370,2,,1405478641,1,,2976,,,2014-07-16 12:44:01,2,,3368,
3373,2,,1405490479,1,,2976,,,2014-07-16 16:01:19,0,,3372,
3374,2,,1405504744,2,,1988,,,2014-07-16 19:59:04,1,,1728,
3376,2,,1405526764,3,,3241,,,2014-07-17 02:06:04,1,,1256,
3379,2,,1405563637,1,,2976,2976,2014-07-17 12:33:20,2014-07-17 12:33:20,1,,3377,
3380,2,,1405571343,1,,263,,,2014-07-17 14:29:03,0,,3377,
3381,2,,1405573019,3,,263,,,2014-07-17 14:56:59,7,,3375,
3386,2,,1405640957,3,,1512,,,2014-07-18 09:49:17,0,,3371,
3387,2,,1405647493,1,,2976,,,2014-07-18 11:38:13,0,,3382,
3388,2,,1405647569,1,,754,754,2015-01-25 08:09:22,2015-01-25 08:09:22,0,,3384,
3389,2,,1405648272,2,,754,,,2014-07-18 11:51:12,0,,3385,
3390,2,,1405649983,3,,3217,,,2014-07-18 12:19:43,0,,3385,
3392,2,,1405653400,5,,505,4293,2016-11-18 08:14:07,2016-11-18 08:14:07,3,,3391,
3394,2,,1405686740,2,,90,90,2015-05-14 04:30:42,2015-05-14 04:30:42,2,,2113,
3395,2,,1405835533,5,,3263,,,2014-07-20 15:52:13,0,,3346,
3396,2,,1405877813,2,,3264,,,2014-07-21 03:36:53,0,,978,
3399,2,,1405921299,4,,1667,,,2014-07-21 15:41:39,0,,3393,
3400,2,,1405934477,4,,263,,,2014-07-21 19:21:17,0,,3397,
3401,2,,1405938766,10,,3272,-1,2017-05-23 12:37:20,2014-07-24 20:58:53,1,,3369,
3402,2,,1405947104,7,,3273,,,2014-07-21 22:51:44,0,,1566,
3405,2,,1406003797,2,,3284,263,2014-09-03 20:02:58,2014-09-03 20:02:58,3,,1728,
3407,2,,1406022753,1,,2976,,,2014-07-22 19:52:33,4,,3406,
3408,2,,1406040099,3,,2976,-1,2017-04-13 12:57:30,2014-07-23 00:41:39,0,,3397,
3409,2,,1406073095,4,,754,-1,2017-04-13 12:50:02,2014-07-24 03:29:19,0,,3397,
3413,2,,1406110692,5,,2464,,,2014-07-23 20:18:12,0,,3411,
3414,2,,1406114680,4,,2464,,,2014-07-23 21:24:40,0,,3410,
3415,2,,1406134823,1,,35,,,2014-07-24 03:00:23,0,,3403,
3417,2,,1406174076,4,,2976,,,2014-07-24 13:54:36,0,,3416,
3423,2,,1406191775,1,,3303,,,2014-07-24 18:49:35,0,,3280,
3424,2,,1406192277,1,,3303,,,2014-07-24 18:57:57,0,,2145,
3425,2,,1406195847,5,,1511,,,2014-07-24 19:57:27,0,,3353,
3427,2,,1406246234,7,,505,,,2014-07-25 09:57:14,3,,3426,
3428,2,,1406322424,5,,3310,,,2014-07-26 07:07:04,2,,1256,
3430,2,,1406350732,4,,2976,,,2014-07-26 14:58:52,3,,3429,
3433,2,,1406428066,2,,3315,,,2014-07-27 12:27:46,0,,3239,
3434,2,,1406440231,5,,1652,,,2014-07-27 15:50:31,0,,638,
3436,2,,1406451815,5,,3316,,,2014-07-27 19:03:35,0,,3435,
3437,2,,1406466861,6,,2976,,,2014-07-27 23:14:21,0,,3435,
3439,2,,1406473295,3,,2976,,,2014-07-28 01:01:35,1,,3438,
3440,2,,1406553913,1,,2485,,,2014-07-28 23:25:13,0,,3243,
3441,2,,1406560023,3,,567,,,2014-07-29 01:07:03,0,,3432,
3444,2,,1406596165,0,,2976,,,2014-07-29 11:09:25,0,,3443,
3446,2,,1406609749,4,,18,,,2014-07-29 14:55:49,3,,3445,
3451,2,,1406627555,1,,2976,,,2014-07-29 19:52:35,0,,3450,
3452,2,,1406635339,4,,18,,,2014-07-29 22:02:19,4,,3449,
3453,2,,1406635819,6,,18,754,2015-04-01 09:08:03,2015-04-01 09:08:03,3,,1897,
3455,2,,1406733887,2,,90,,,2014-07-31 01:24:47,0,,1639,
3456,2,,1406733982,5,,90,,,2014-07-31 01:26:22,2,,1613,
3457,2,,1406734050,2,,90,244,2014-08-17 14:12:36,2014-08-17 14:12:36,0,,3301,
3458,2,,1406790652,-1,,3341,,,2014-07-31 17:10:52,0,,553,
3460,2,,1406804137,3,,505,,,2014-07-31 20:55:37,0,,3459,
3465,2,,1406851970,4,,877,-1,2017-04-13 12:50:02,2014-08-01 10:12:50,0,,3459,
3467,2,,1406874143,2,,2464,2464,2014-08-01 16:33:25,2014-08-01 16:33:25,1,,3466,
3469,2,,1406888742,2,,90,,,2014-08-01 20:25:42,0,,3461,
3472,2,,1406972530,5,,3360,3360,2014-08-02 20:52:50,2014-08-02 20:52:50,1,,3288,
3474,2,,1406989101,3,,2085,,,2014-08-03 00:18:21,0,,3473,
3476,2,,1406998653,1,,849,849,2014-08-03 03:07:36,2014-08-03 03:07:36,0,,3475,
3477,2,,1407063795,7,,175,,,2014-08-03 21:03:15,1,,3473,
3478,2,,1407107803,2,,3345,,,2014-08-04 09:16:43,0,,3475,
3479,2,,1407107939,2,,3345,3345,2014-08-05 08:03:34,2014-08-05 08:03:34,0,,3461,
3480,2,,1407152900,1,,18,,,2014-08-04 21:48:20,2,,3468,
3481,2,,1407186213,2,,1511,,,2014-08-05 07:03:33,1,,3461,
3482,2,,1407237723,0,,18,,,2014-08-05 21:22:03,4,,1812,
3483,2,,1407237758,2,,90,,,2014-08-05 21:22:38,1,,3471,
3485,2,,1407252695,2,,18,,,2014-08-06 01:31:35,0,,3461,
3486,2,,1407303656,8,,2719,2719,2014-08-06 16:29:39,2014-08-06 16:29:39,1,,3484,
3489,2,,1407333143,4,,334,2976,2014-08-07 00:21:45,2014-08-07 00:21:45,6,,3487,
3490,2,,1407334319,13,,2976,-1,2017-05-23 12:37:20,2014-08-07 00:11:59,0,,3488,
3492,2,,1407400624,5,,263,263,2014-08-07 19:52:44,2014-08-07 19:52:44,2,,3491,
3493,2,,1407401654,2,,3381,,,2014-08-07 18:54:14,0,,3319,
3494,2,,1407414746,4,,2976,,,2014-08-07 22:32:26,0,,3484,
3497,2,,1407454915,1,,3345,,,2014-08-08 09:41:55,1,,3496,
3498,2,,1407476363,2,,3388,,,2014-08-08 15:39:23,0,,3473,
3499,2,,1407483895,2,,18,,,2014-08-08 17:44:55,0,,3470,
3501,2,,1407511045,6,,90,90,2015-04-13 18:00:12,2015-04-13 18:00:12,7,,3500,
3502,2,,1407568827,1,,3350,,,2014-08-09 17:20:27,0,,3466,
3505,2,,1407662673,5,,2085,,,2014-08-10 19:24:33,1,,3504,
3506,2,,1407711224,2,,2886,,,2014-08-11 08:53:44,0,,3462,
3507,2,,1407724641,2,,33,,,2014-08-11 12:37:21,0,,3462,
3510,2,,1407758315,3,,3345,,,2014-08-11 21:58:35,0,,3509,
3511,2,,1407819678,4,,90,,,2014-08-12 15:01:18,0,,1748,
3513,2,,1407830772,3,,263,263,2014-08-12 23:51:05,2014-08-12 23:51:05,0,,3509,
3515,2,,1407852209,6,,3154,3154,2014-08-14 21:33:39,2014-08-14 21:33:39,1,,1367,
3520,2,,1407904725,5,,90,,,2014-08-13 14:38:45,0,,3514,
3521,2,,1407920295,7,,1667,3316,2014-08-14 06:54:08,2014-08-14 06:54:08,0,,3516,
